,PLAYER,TEAM,GP,MPG,AST,APG,TO,TOPG,AP40M,AST/TO,RK
83,"Andrew Goudelock, G",COFC,34,34.9,152,4.5,104,3.1,5.1,1.46,84
84,"Tyshawn Taylor, G",KU,32,27.0,143,4.5,86,2.7,6.6,1.66,85
85,"Kendall Cutler, G",SDAK,31,25.0,138,4.5,75,2.4,7.1,1.84,86
86,"Brandon Tunnell, G",HAMP,32,27.5,142,4.4,70,2.2,6.5,2.03,87
87,"John Roberson, G",TTU,30,35.3,133,4.4,99,3.3,5.0,1.34,88
88,"Brock Young, G",ECU,30,26.2,133,4.4,78,2.6,6.8,1.71,89
89,"Zach Plackemeier, G",IPFW,30,34.5,133,4.4,54,1.8,5.1,2.46,90
90,"Casper Ware, G",LBSU,33,34.8,146,4.4,99,3.0,5.1,1.47,91
91,"Tyreek Duren, G",LAS,33,33.8,146,4.4,88,2.7,5.2,1.66,92
92,"Justin Graham, G",SJSU,31,36.3,137,4.4,70,2.3,4.9,1.96,93
93,"Jordan Theodore, G",HALL,31,30.2,137,4.4,83,2.7,5.8,1.65,94
94,"Malcolm Armstead, G",ORE,32,27.5,141,4.4,88,2.8,6.4,1.60,95
95,"Brian Rudolph, G",L-MD,30,30.0,132,4.4,63,2.1,5.9,2.10,96
96,"Chris Johnson, G",SFU,30,29.6,132,4.4,93,3.1,5.9,1.42,97
97,"Michael Porrini, G",KENT,34,32.0,149,4.4,98,2.9,5.5,1.52,98
98,"Mike Scott, G",FDU,29,37.2,127,4.4,104,3.6,4.7,1.22,99
99,"Jeremiah Bowman, G",LONG,30,30.5,130,4.3,78,2.6,5.7,1.67,100
0,"Scott Machado, G",IONA,32,35.4,317,9.9,103,3.2,11.2,3.08,1
1,"Kendall Marshall, G",UNC,34,33.0,330,9.7,94,2.8,11.8,3.51,2
2,"Jesse Sanders, G",LIB,32,35.1,255,8.0,88,2.8,9.1,2.90,3
3,"Vincent Council, G",PROV,31,38.7,231,7.5,109,3.5,7.7,2.12,4
4,"Jason Brickman, G",LIU,33,34.3,242,7.3,127,3.8,8.5,1.91,5
5,"Jeremiah Ostrowski, G",HAW,25,30.2,175,7.0,68,2.7,9.3,2.57,6
6,"Dylan Garrity, G",SAC,28,33.8,193,6.9,85,3.0,8.2,2.27,7
7,"Jordan Theodore, G",HALL,32,36.1,215,6.7,93,2.9,7.4,2.31,8
8,"Chaz Williams, G",UMASS,33,34.2,212,6.4,115,3.5,7.5,1.84,9
9,"Kaylon Williams, G",MILW,32,33.8,205,6.4,123,3.8,7.6,1.67,10
10,"Matthew Dellavedova, G",SMC,32,37.4,204,6.4,93,2.9,6.8,2.19,11
11,"Lorenzo Brown, G",NCST,34,33.9,216,6.4,110,3.2,7.5,1.96,12
12,"Phil Pressey, G",MIZ,34,32.1,215,6.3,82,2.4,7.9,2.62,13
13,"Tim Frazier, G",PSU,32,37.1,198,6.2,117,3.7,6.7,1.69,14
14,"Keegan Bell, G",CHAT,32,34.8,197,6.2,91,2.8,7.1,2.16,15
15,"Nate Wolters, G",SDST,33,35.7,198,6.0,70,2.1,6.7,2.83,16
16,"Kevin Dillard, G",DAY,32,32.6,192,6.0,91,2.8,7.4,2.11,17
17,"Jay Threatt, G",DSU,26,36.4,156,6.0,50,1.9,6.6,3.12,18
18,"Zac Swansey, G",TNTC,32,35.7,191,6.0,110,3.4,6.7,1.74,19
19,"Sam Grooms, G",OKLA,31,31.5,185,6.0,65,2.1,7.6,2.85,20
20,"Jarod Oldham, G",BUFF,29,29.2,173,6.0,75,2.6,8.2,2.31,21
21,"Miguel Paul, G",ECU,31,31.5,183,5.9,88,2.8,7.5,2.08,22
22,"Issiah Grayson, G",CSB,30,32.6,175,5.8,113,3.8,7.2,1.55,23
23,"Shabazz Napier, G",CONN,33,34.9,192,5.8,93,2.8,6.7,2.06,24
24,"Pierre Jackson, G",BAY,34,30.4,196,5.8,121,3.6,7.6,1.62,25
25,"D.J. Cooper, G",OHIO,34,31.8,193,5.7,94,2.8,7.1,2.05,26
26,"Brett Comer, G",FGCU,32,28.3,178,5.6,136,4.3,7.9,1.31,27
27,"Andrew Lawrence, G",COFC,31,35.4,171,5.5,83,2.7,6.2,2.06,28
28,"T.J. McConnell, G",DUQ,31,34.3,171,5.5,80,2.6,6.4,2.14,29
29,"Reggie Moore, G",WSU,31,32.8,170,5.5,80,2.6,6.7,2.13,30
30,"Will Weathers, G",TROY,27,33.8,148,5.5,85,3.1,6.5,1.74,31
31,"Brad Loesing, G",WOF,32,38.3,175,5.5,113,3.5,5.7,1.55,32
32,"Peyton Siva, G",LOU,33,32.0,180,5.5,116,3.5,6.8,1.55,33
33,"Junior Cadougan, G",MARQ,31,28.5,169,5.5,82,2.6,7.6,2.06,34
34,"Michael Bizoukas, G",MOST,32,31.4,174,5.4,60,1.9,6.9,2.90,35
35,"D.J. Irving, G",BU,29,33.0,157,5.4,67,2.3,6.6,2.34,36
36,"Sean McGonagill, G",BRWN,29,36.0,157,5.4,104,3.6,6.0,1.51,37
37,"Willie Powers, G",GASO,30,30.8,161,5.4,90,3.0,7.0,1.79,38
38,"Oscar Bellfield, G",UNLV,34,32.0,181,5.3,80,2.4,6.7,2.26,39
39,"Anthony Collins, G",USF,28,32.6,149,5.3,99,3.5,6.5,1.51,40
40,"Dee Bost, G",MSST,32,35.8,170,5.3,95,3.0,5.9,1.79,41
41,"Ronald Nored, G",BUT,34,31.3,180,5.3,96,2.8,6.8,1.88,42
42,"Myck Kabongo, G",TEX,33,30.4,174,5.3,100,3.0,6.9,1.74,43
43,"Evan Roquemore, G",SCU,30,33.5,158,5.3,84,2.8,6.3,1.88,44
44,"Chris Wroblewski, G",COR,28,33.7,147,5.3,75,2.7,6.2,1.96,45
45,"Zack Rosen, G",PENN,31,38.1,161,5.2,88,2.8,5.5,1.83,46
46,"Kerron Johnson, G",BEL,33,28.4,171,5.2,80,2.4,7.3,2.14,47
47,"Brian Voelkel, F",UVM,34,30.4,176,5.2,66,1.9,6.8,2.67,48
48,"Keith Shamburger, G",SJSU,30,35.2,155,5.2,63,2.1,5.9,2.46,49
49,"Tu Holloway, G",XAV,31,36.6,159,5.1,93,3.0,5.6,1.71,50
50,"Royce White, F",ISU,32,31.3,164,5.1,126,3.9,6.6,1.30,51
51,"Grant Gibbs, G",CREI,33,29.5,168,5.1,71,2.2,6.9,2.37,52
52,"Reggie Hamilton, G",OAK,32,35.5,162,5.1,120,3.8,5.7,1.35,53
53,"Emanuel Chapman, G",NCCU,32,25.9,162,5.1,76,2.4,7.8,2.13,54
54,"Christopher Anderson, G",USD,31,29.0,156,5.0,92,3.0,6.9,1.70,55
55,"Steven Shepp, G",FRES,33,36.6,166,5.0,67,2.0,5.5,2.48,56
56,"Justin Cobbs, G",CAL,33,32.4,165,5.0,67,2.0,6.2,2.46,57
57,"Cliff Colimon, G",EWU,32,35.1,160,5.0,105,3.3,5.7,1.52,58
58,"Brandyn Curry, G",HARV,30,30.1,150,5.0,56,1.9,6.7,2.68,59
59,"Preston Blackman, G",SAV,32,27.1,159,5.0,87,2.7,7.3,1.83,60
60,"Abdul Gaddy, G",WASH,31,33.7,154,5.0,64,2.1,5.9,2.41,61
61,"Randy Davis, G",BALL,29,30.1,144,5.0,44,1.5,6.6,3.27,62
62,"Jake Odum, G",INST,32,31.0,158,4.9,97,3.0,6.4,1.63,63
63,"Stallon Saldivar, G",NAU,29,31.2,143,4.9,65,2.2,6.3,2.20,64
64,"Kierre Greenwood, G",CCAR,27,31.7,133,4.9,77,2.9,6.2,1.73,65
65,"Jerian Grant, G",ND,33,36.1,162,4.9,61,1.8,5.4,2.66,66
