,PLAYER,TEAM,GP,MPG,OFF,ORPG,DEF,DRPG,REB,RPG,RP40,RK,Year
0,"Rokas Gustys, C",HOF,2,35.5,11,5.5,25,12.5,36,18.0,20.3,1,2001
1,"Steve Taylor Jr., F",TOL,2,35.0,4,2.0,26,13.0,30,15.0,17.1,2,2001
2,"Wyatt Walker, C",SAM,2,32.5,8,4.0,21,10.5,29,14.5,17.8,3,2001
3,"Devontae Cacok, F",UNCW,2,28.5,9,4.5,20,10.0,29,14.5,20.4,4,2001
4,"Aubrey Williams, F",KENN,3,32.0,17,5.7,26,8.7,43,14.3,17.9,5,2001
5,"Tacko Fall, C",UCF,2,26.0,10,5.0,18,9.0,28,14.0,21.5,6,2001
6,"Caleb Swanigan, F",PUR,2,29.5,10,5.0,18,9.0,28,14.0,19.0,7,2001
7,"Angel Delgado, F",HALL,3,27.0,14,4.7,27,9.0,41,13.7,20.2,8,2001
8,"Jimmy Hall, F",KENT,2,33.5,11,5.5,16,8.0,27,13.5,16.1,9,2001
9,"Kyle Kuzma, F",UTAH,2,26.0,6,3.0,21,10.5,27,13.5,20.8,10,2001
10,"Nick Banyard, F",UCF,2,34.5,6,3.0,19,9.5,25,12.5,14.5,11,2001
11,"Josh Hawkinson, F",WSU,2,38.5,3,1.5,22,11.0,25,12.5,13.0,12,2001
12,"Novak Topalovic, C",IDST,2,31.0,7,3.5,18,9.0,25,12.5,16.1,13,2001
13,"Dedric Lawson, G",MEM,2,33.0,12,6.0,13,6.5,25,12.5,15.2,14,2001
14,"Josh Nebo, F",SFU,2,27.5,7,3.5,18,9.0,25,12.5,18.2,15,2001
15,"Reid Travis, F",STAN,3,29.3,10,3.3,27,9.0,37,12.3,16.8,16,2001
16,"Obinna Oleka, F",ASU,3,34.0,10,3.3,27,9.0,37,12.3,14.5,17,2001
17,"James Thompson IV, F",EMU,3,29.3,14,4.7,22,7.3,36,12.0,16.4,18,2001
18,"Charles Wilson-Fisher, F",HAMP,2,32.5,9,4.5,15,7.5,24,12.0,14.8,19,2001
19,"Emmanuel Omogbo, F",CSU,2,34.0,7,3.5,17,8.5,24,12.0,14.1,20,2001
20,"Devin Davis, F",HOU,1,25.0,4,4.0,8,8.0,12,12.0,19.2,21,2001
21,"Dan Garvin, F",BRY,1,25.0,3,3.0,9,9.0,12,12.0,19.2,22,2001
22,"Wesley Gordon, F",COLO,3,25.3,10,3.3,25,8.3,35,11.7,18.4,23,2001
23,"Tres Tinkle, F",ORST,3,35.0,4,1.3,31,10.3,35,11.7,13.3,24,2001
24,"Jerome Frink, F",LIU,2,26.5,8,4.0,15,7.5,23,11.5,17.4,25,2001
25,"Eric Mika, F",BYU,2,24.5,11,5.5,12,6.0,23,11.5,18.8,26,2001
26,"Rashawn Thomas, F",AMCC,2,29.0,9,4.5,14,7.0,23,11.5,15.9,27,2001
27,"Ben Lammers, C",GT,2,33.0,7,3.5,16,8.0,23,11.5,13.9,28,2001
28,"Chandler Hutchison, G",BSU,2,31.0,1,0.5,22,11.0,23,11.5,14.8,29,2001
29,"Jo Lual-Acuil Jr., F",BAY,2,30.5,7,3.5,16,8.0,23,11.5,15.1,30,2001
30,"Kennedy Meeks, F",UNC,3,22.0,16,5.3,18,6.0,34,11.3,20.6,31,2001
31,"D.J. Wilson, F",MICH,3,28.0,9,3.0,25,8.3,34,11.3,16.2,32,2001
32,"Josh Martin, F",CP,3,31.3,7,2.3,27,9.0,34,11.3,14.5,33,2001
33,"Jaylen Johnson, F",LOU,3,22.3,16,5.3,18,6.0,34,11.3,20.3,34,2001
34,"Muusa Dama, F",EIU,3,20.0,8,2.7,26,8.7,34,11.3,22.7,35,2001
35,"Wayne Martin, F",TNST,3,30.3,9,3.0,24,8.0,33,11.0,14.5,36,2001
36,"Torry Butler, F",SHSU,3,19.0,7,2.3,26,8.7,33,11.0,23.2,37,2001
37,"Tim Williams, F",UNM,2,32.0,7,3.5,15,7.5,22,11.0,13.8,38,2001
38,"Deonte Burton, G",ISU,2,23.0,3,1.5,19,9.5,22,11.0,19.1,39,2001
39,"Sebastian Saiz, F",MISS,2,27.0,9,4.5,13,6.5,22,11.0,16.3,40,2001
40,"Kahlil Thomas, F",RID,2,32.0,3,1.5,19,9.5,22,11.0,13.8,41,2001
41,"Deontae Hawkins, F",ILST,2,33.0,5,2.5,17,8.5,22,11.0,13.3,42,2001
42,"Ruben Guerrero, C",USF,2,28.0,7,3.5,15,7.5,22,11.0,15.7,43,2001
43,"AJ Brodeur, F",PENN,1,29.0,3,3.0,8,8.0,11,11.0,15.2,44,2001
44,"Zane Najdawi, F",CIT,3,22.3,16,5.3,16,5.3,32,10.7,19.1,45,2001
45,"Brett Bisping, F",SIE,2,34.5,5,2.5,16,8.0,21,10.5,12.2,46,2001
46,"Reggie Upshaw, F",MTSU,2,28.5,6,3.0,15,7.5,21,10.5,14.7,47,2001
47,"Joseph Lopez, F",SHU,2,28.0,8,4.0,13,6.5,21,10.5,15.0,48,2001
48,"Idris Taqqee, G",SBON,2,36.5,12,6.0,9,4.5,21,10.5,11.5,49,2001
49,"Reggie Agbeko, F",SLU,3,28.3,11,3.7,20,6.7,31,10.3,14.6,50,2001
50,"Bryce Washington, F",ULL,3,28.0,13,4.3,18,6.0,31,10.3,14.8,51,2001
51,"Drew Eubanks, F",ORST,3,29.0,8,2.7,23,7.7,31,10.3,14.3,52,2001
52,"TJ Leaf, F",UCLA,3,28.3,10,3.3,21,7.0,31,10.3,14.6,53,2001
53,"Thik Bol, F",SIU,3,24.7,6,2.0,25,8.3,31,10.3,16.8,54,2001
54,"Sheldon Jeter, F",PITT,3,31.7,9,3.0,21,7.0,30,10.0,12.6,55,2001
55,"Tanner Leissner, F",UNH,3,31.7,10,3.3,20,6.7,30,10.0,12.6,56,2001
56,"Keenan Simmons, F",SIUE,3,24.7,11,3.7,19,6.3,30,10.0,16.2,57,2001
57,"Thomas Welsh, C",UCLA,3,27.3,4,1.3,26,8.7,30,10.0,14.6,58,2001
58,"Miles Bowman Jr., F",HP,2,23.0,5,2.5,15,7.5,20,10.0,17.4,59,2001
59,"Dion Wade, G",M-OH,2,22.5,4,2.0,16,8.0,20,10.0,17.8,60,2001
60,"Franko House, F",BALL,2,32.0,6,3.0,14,7.0,20,10.0,12.5,61,2001
61,"Colton Weisbrod, F",LAM,2,29.5,6,3.0,14,7.0,20,10.0,13.6,62,2001
62,"Jimond Ivey, G",AKR,2,21.0,5,2.5,15,7.5,20,10.0,19.0,63,2001
63,"Shawn Johnson, G",IW,2,34.0,2,1.0,18,9.0,20,10.0,11.8,64,2001
64,"Brandon Clarke, F",SJSU,2,33.5,7,3.5,13,6.5,20,10.0,11.9,65,2001
65,"Yoeli Childs, F",BYU,2,21.5,3,1.5,17,8.5,20,10.0,18.6,66,2001
66,"Braden Koelliker, F",CSU,2,32.0,9,4.5,11,5.5,20,10.0,12.5,67,2001
67,"Brayon Blake, F",IDHO,2,26.0,9,4.5,11,5.5,20,10.0,15.4,68,2001
68,"Matt Howard, G",PENN,1,33.0,2,2.0,8,8.0,10,10.0,12.1,69,2001
69,"Tyrell Sturdivant, F",STON,1,28.0,6,6.0,4,4.0,10,10.0,14.3,70,2001
70,"Jaleen Smith, G",UNH,3,38.3,3,1.0,26,8.7,29,9.7,10.1,71,2001
71,"Travis Munnings, F",ULM,3,27.3,5,1.7,24,8.0,29,9.7,14.1,72,2001
72,"Deshawn Freeman, F",RUTG,3,25.3,12,4.0,17,5.7,29,9.7,15.3,73,2001
73,"Alex Murphy, F",NE,2,33.5,4,2.0,15,7.5,19,9.5,11.3,74,2001
74,"Arnaud William Adala Moto, F",TOWS,2,29.5,6,3.0,13,6.5,19,9.5,12.9,75,2001
75,"Mo Jeffers, F",BC,2,22.0,5,2.5,14,7.0,19,9.5,17.3,76,2001
76,"D.J. Johnson, F",KSU,2,24.5,6,3.0,13,6.5,19,9.5,15.5,77,2001
77,"Michael Kessens, F",FIU,2,30.0,5,2.5,14,7.0,19,9.5,12.7,78,2001
78,"Junior Etou, F",TLSA,2,23.5,4,2.0,15,7.5,19,9.5,16.2,79,2001
79,"Isaac Neilson, F",UVU,2,25.5,3,1.5,16,8.0,19,9.5,14.9,80,2001
80,"Fabijan Krslovic, F",MONT,2,32.5,8,4.0,11,5.5,19,9.5,11.7,81,2001
81,"Leon Gilmore III, F",SFA,2,28.0,8,4.0,11,5.5,19,9.5,13.6,82,2001
82,"Everett Clemons, G",INST,2,37.5,3,1.5,16,8.0,19,9.5,10.1,83,2001
83,"K.J. Lawson, G",MEM,2,23.0,8,4.0,11,5.5,19,9.5,16.5,84,2001
84,"Michael Carey, G",WAG,2,36.5,9,4.5,10,5.0,19,9.5,10.4,85,2001
85,"Cullen Russo, F",FRES,2,35.5,4,2.0,15,7.5,19,9.5,10.7,86,2001
86,"Kevin Puryear, F",MIZ,2,27.5,1,0.5,18,9.0,19,9.5,13.8,87,2001
87,"Miles Bridges, G",MSU,2,35.0,6,3.0,13,6.5,19,9.5,10.9,88,2001
88,"Killian Tillie, F",GONZ,2,20.0,3,1.5,16,8.0,19,9.5,19.0,89,2001
89,"Emmanuel Nzekwesi, F",ORU,2,31.5,6,3.0,13,6.5,19,9.5,12.1,90,2001
90,"Hassan Martin, F",URI,3,25.0,10,3.3,18,6.0,28,9.3,14.9,91,2001
91,"Eric Carter, F",DEL,3,25.0,9,3.0,19,6.3,28,9.3,14.9,92,2001
92,"Yante Maten, F",UGA,3,34.7,6,2.0,22,7.3,28,9.3,10.8,93,2001
93,"Abdul Lewis, F",NJIT,3,24.7,4,1.3,24,8.0,28,9.3,15.1,94,2001
94,"Seth Dugan, C",WMU,3,22.3,12,4.0,16,5.3,28,9.3,16.7,95,2001
95,"Jordan Murphy, F",MINN,3,28.0,11,3.7,17,5.7,28,9.3,13.3,96,2001
96,"Eli Chuha, F",NMSU,3,21.3,13,4.3,15,5.0,28,9.3,17.5,97,2001
97,"Tyrone O'Garro, F",FDU,2,20.0,4,2.0,14,7.0,18,9.0,18.0,98,2001
98,"Christian Jones, F",UNLV,2,33.0,4,2.0,14,7.0,18,9.0,10.9,99,2001
99,"Jalen Jenkins, F",GMU,2,28.5,11,5.5,7,3.5,18,9.0,12.6,100,2001
0,"Jeremy Bishop, F",QUIN,29,29.3,117,4.0,230,7.9,347,12.0,16.3,1,2002
1,"Bruce Jenkins, F",NCAT,28,36.0,108,3.9,217,7.8,325,11.6,12.9,2,2002
2,"Curtis Borchardt, C",STAN,27,31.1,97,3.6,212,7.9,309,11.4,14.7,3,2002
3,"Drew Gooden, F",KU,32,30.1,112,3.5,250,7.8,362,11.3,15.0,4,2002
4,"Reggie Evans, F",IOWA,33,34.0,121,3.7,248,7.5,369,11.2,13.1,5,2002
5,"Corey Jackson, F",NEV,29,28.0,120,4.1,203,7.0,323,11.1,15.9,6,2002
6,"Theron Smith, F",BALL,31,33.0,110,3.5,233,7.5,343,11.1,13.4,7,2002
7,"Trevor Gaines, F",UVM,29,34.2,139,4.8,181,6.2,320,11.0,12.9,8,2002
8,"Ryan Humphrey, F",ND,29,35.4,104,3.6,210,7.2,314,10.8,12.2,9,2002
9,"Stephane Pelle, F",COLO,29,29.5,107,3.7,207,7.1,314,10.8,14.7,10,2002
10,"Kelly Wise, F",MEM,28,30.3,102,3.6,200,7.1,302,10.8,14.2,11,2002
11,"Hector Romero, F",UNO,28,36.1,91,3.3,211,7.5,302,10.8,12.0,12,2002
12,"J.R. VanHoose, F",MRSH,30,34.7,113,3.8,206,6.9,319,10.6,12.2,13,2002
13,"Amien Hicks, F",MB,29,33.6,121,4.2,175,6.0,296,10.2,12.2,14,2002
14,"Greg Lewis, F",WIN,30,27.8,99,3.3,207,6.9,306,10.2,14.7,15,2002
15,"Donald Cole, F",SHSU,28,30.3,57,2.0,228,8.1,285,10.2,13.5,16,2002
16,"Rashod Kent, F",RUTG,30,30.5,127,4.2,178,5.9,305,10.2,13.3,17,2002
17,"Ryan Blankson, F",L-IL,30,24.8,141,4.7,163,5.4,304,10.1,16.4,18,2002
18,"Chris Brown, F",UNH,28,33.5,68,2.4,214,7.6,282,10.1,12.0,19,2002
19,"Darrell Tucker, F",SF,28,33.5,88,3.1,193,6.9,281,10.0,12.0,20,2002
20,"James Singleton, F",MURR,30,30.0,113,3.8,187,6.2,300,10.0,13.3,21,2002
21,"Mike Sweetney, F",GTWN,29,30.4,103,3.6,187,6.4,290,10.0,13.1,22,2002
22,"Andrey Savtchenko, C",RAD,31,30.9,129,4.2,180,5.8,309,10.0,12.9,23,2002
23,"Dexter Hall, F",SCST,31,32.7,134,4.3,171,5.5,305,9.8,12.0,24,2002
24,"Mike Wallace, C",MOST,32,30.3,102,3.2,212,6.6,314,9.8,12.9,25,2002
25,"David West, F",XAV,30,34.2,88,2.9,206,6.9,294,9.8,11.5,26,2002
26,"Tyrone Levett, F",ALST,32,32.4,88,2.8,220,6.9,308,9.6,11.9,27,2002
27,"Travis Watson, F",UVA,27,29.5,93,3.4,166,6.1,259,9.6,13.0,28,2002
28,"Coky Rochin, F",PORT,30,30.0,100,3.3,187,6.2,287,9.6,12.7,29,2002
29,"Sam Clancy, F",USC,31,37.4,95,3.1,201,6.5,296,9.5,10.2,30,2002
30,"Ellis Myles, F",LOU,30,27.7,111,3.7,172,5.7,283,9.4,13.6,31,2002
31,"Andre Brown, F-C",DEP,26,31.8,111,4.3,134,5.2,245,9.4,11.9,32,2002
32,"Cameron Stephens, F",CHAR,28,28.7,79,2.8,183,6.5,262,9.4,13.1,33,2002
33,"Isaac Jefferson, G",HAMP,31,35.8,80,2.6,210,6.8,290,9.4,10.5,34,2002
34,"Zakee Wadood, F",ETSU,28,29.5,109,3.9,151,5.4,260,9.3,12.6,35,2002
35,"Vili Morton, F",UCRV,26,29.8,78,3.0,163,6.3,241,9.3,12.4,36,2002
36,"B.B. Waldon, F",USF,31,31.3,99,3.2,187,6.0,286,9.2,11.8,37,2002
37,"Ron Robinson, F",CCSU,31,32.0,74,2.4,212,6.8,286,9.2,11.5,38,2002
38,"Louis Truscott, F",HOU,31,32.0,127,4.1,158,5.1,285,9.2,11.5,39,2002
39,"Randy Holcomb, F",SDSU,32,32.4,87,2.7,206,6.4,293,9.2,11.3,40,2002
40,"Kashien Latham, F",GASO,28,25.3,83,3.0,173,6.2,256,9.1,14.5,41,2002
41,"Brandon Hunter, F",OHIO,26,32.4,55,2.1,182,7.0,237,9.1,11.3,42,2002
42,"Melvin Ely, C",FRES,27,35.4,85,3.1,161,6.0,246,9.1,10.3,43,2002
43,"Emeka Okafor, F-C",CONN,30,30.3,85,2.8,188,6.3,273,9.1,12.0,44,2002
44,"Correy Watkins, F",RAD,31,31.3,108,3.5,174,5.6,282,9.1,11.6,45,2002
45,"Brooks Sales, F",NOVA,29,34.1,96,3.3,166,5.7,262,9.0,10.6,46,2002
46,"Jamal Brown, F",TCU,31,24.7,97,3.1,181,5.8,278,9.0,14.5,47,2002
47,"Robert Battle, C",DREX,28,32.2,110,3.9,141,5.0,251,9.0,11.1,48,2002
48,"Erwin Dudley, F",ALA,33,30.9,116,3.5,178,5.4,294,8.9,11.5,49,2002
49,"Paul Reed, F",UCF,28,28.9,88,3.1,160,5.7,248,8.9,12.2,50,2002
50,"Rasual Butler, F",LAS,32,39.1,75,2.3,208,6.5,283,8.8,9.0,51,2002
51,"James Thomas, C",TEX,31,25.2,100,3.2,174,5.6,274,8.8,14.0,52,2002
52,"Ray Henderson, F",CLEM,30,23.6,86,2.9,179,6.0,265,8.8,15.0,53,2002
53,"Will Campbell, F",UAB,30,31.0,93,3.1,170,5.7,263,8.8,11.3,54,2002
54,"James Reaves, F",NIAG,30,28.9,91,3.0,172,5.7,263,8.8,12.1,55,2002
55,"Carlos Boozer, C",DUKE,32,28.4,104,3.3,176,5.5,280,8.8,12.3,56,2002
56,"Corsley Edwards, C",CCSU,31,30.8,127,4.1,143,4.6,270,8.7,11.3,57,2002
57,"Erroyl Bing, F",ECU,30,33.2,99,3.3,162,5.4,261,8.7,10.5,58,2002
58,"Jason Capel, G",UNC,25,33.0,65,2.6,149,6.0,214,8.6,10.4,59,2002
59,"Mike Harris, F",RICE,29,24.7,96,3.3,152,5.2,248,8.6,13.9,60,2002
60,"Leon Rodgers, F",NIU,28,32.9,90,3.2,149,5.3,239,8.5,10.4,61,2002
61,"Reiner Mougnol, F",SFU,27,32.3,91,3.4,139,5.1,230,8.5,10.6,62,2002
62,"Chris Jackson, C",NMSU,32,26.3,122,3.8,150,4.7,272,8.5,12.9,63,2002
63,"Damien Kinloch, F",TNTC,30,27.6,100,3.3,155,5.2,255,8.5,12.3,64,2002
64,"Mario Porter, F",RID,28,34.5,81,2.9,157,5.6,238,8.5,9.9,65,2002
65,"Tim Welch, C",SHU,28,26.4,85,3.0,153,5.5,238,8.5,12.9,66,2002
66,"Lewis Arline, F",LAM,29,26.8,88,3.0,158,5.4,246,8.5,12.7,67,2002
67,"Ronald Dupree, F",LSU,32,35.3,87,2.7,184,5.8,271,8.5,9.6,68,2002
68,"Djibril Kante, F",INST,28,28.6,77,2.8,160,5.7,237,8.5,11.8,69,2002
69,"Jesse Young, F",GMU,28,31.5,84,3.0,152,5.4,236,8.4,10.7,70,2002
70,"Nicholas Egland, F",SOU,26,28.0,97,3.7,122,4.7,219,8.4,12.0,71,2002
71,"Justin Howard, C",MER,29,26.0,91,3.1,153,5.3,244,8.4,13.0,72,2002
72,"Raheim Brown, F",FAU,30,31.4,97,3.2,155,5.2,252,8.4,10.7,73,2002
73,"Pervis Pasco, F",KSU,29,29.5,93,3.2,150,5.2,243,8.4,11.4,74,2002
74,"Pat Atangana, F",MSM,25,30.4,93,3.7,116,4.6,209,8.4,11.0,75,2002
75,"Clark Bone, C",CHS,28,26.3,104,3.7,130,4.6,234,8.4,12.7,76,2002
76,"Paul Haynes, F",GRAM,28,32.6,60,2.1,174,6.2,234,8.4,10.3,77,2002
77,"Chris Massie, F",MEM,31,20.9,109,3.5,150,4.8,259,8.4,16.0,78,2002
78,"Chris Pearson, F",DAV,30,28.9,80,2.7,170,5.7,250,8.3,11.5,79,2002
79,"Devin Brown, G",UTSA,28,32.3,62,2.2,171,6.1,233,8.3,10.3,80,2002
80,"Udonis Haslem, C",FLA,30,28.2,81,2.7,168,5.6,249,8.3,11.8,81,2002
81,"Kevin Lyde, C",TEM,27,30.3,93,3.4,131,4.9,224,8.3,11.0,82,2002
82,"Chris Kaman, C",CMU,24,25.2,67,2.8,132,5.5,199,8.3,13.2,83,2002
83,"Pape Sow, F",CSF,27,32.1,68,2.5,155,5.7,223,8.3,10.3,84,2002
84,"Cory Violette, F-C",GONZ,32,26.2,85,2.7,179,5.6,264,8.3,12.6,85,2002
85,"Ricky Wright, F",NOVA,29,30.3,77,2.7,162,5.6,239,8.2,10.9,86,2002
86,"Lawrence Roberts, F",BAY,30,28.6,92,3.1,155,5.2,247,8.2,11.5,87,2002
87,"Jeremy Sargent, F",UTM,28,27.2,78,2.8,152,5.4,230,8.2,12.1,88,2002
88,"Calvin Warner, F",JAC,29,28.4,78,2.7,160,5.5,238,8.2,11.6,89,2002
89,"Uche Nsonwu-Amadi, F",WYO,29,27.8,74,2.6,164,5.7,238,8.2,11.8,90,2002
90,"Chukwunike Okosa, F",LAS,32,28.3,127,4.0,135,4.2,262,8.2,11.6,91,2002
91,"Antonio Gates, F",KENT,32,31.6,99,3.1,163,5.1,262,8.2,10.4,92,2002
92,"Carlton Carter, F",VT,28,27.7,88,3.1,141,5.0,229,8.2,11.8,93,2002
93,"Lonny Baxter, F",MD,29,28.9,70,2.4,167,5.8,237,8.2,11.3,94,2002
94,"Chris Daniels, F",UGA,30,31.1,100,3.3,144,4.8,244,8.1,10.5,95,2002
95,"Keith Waleskowski, F-C",DAY,30,28.6,83,2.8,161,5.4,244,8.1,11.4,96,2002
96,"Ajou Deng, F",FAIR,23,30.3,39,1.7,147,6.4,186,8.1,10.7,97,2002
97,"Bruce Fields, F",WEBB,27,29.6,69,2.6,149,5.5,218,8.1,10.9,98,2002
98,"Josh Howard, F",WAKE,29,28.4,103,3.6,131,4.5,234,8.1,11.3,99,2002
99,"Darcel Williams, F",BUFF,30,30.9,78,2.6,164,5.5,242,8.1,10.4,100,2002
100,"Aki Thomas, F",HOW,31,27.8,81,2.6,169,5.5,250,8.1,11.6,101,2002
101,"Darius Songaila, F",WAKE,32,30.3,71,2.2,187,5.8,258,8.1,10.6,102,2002
102,"Arthur Johnson, C",MIZ,32,28.7,107,3.3,149,4.7,256,8.0,11.2,103,2002
103,"Billy Collins, G",BU,30,30.0,57,1.9,183,6.1,240,8.0,10.7,104,2002
104,"Justin Rowe, C",MAINE,30,32.6,85,2.8,155,5.2,240,8.0,9.8,105,2002
105,"Jason Conley, F",VMI,28,34.3,80,2.9,144,5.1,224,8.0,9.3,106,2002
106,"Chris Moss, F",WVU,28,32.7,90,3.2,133,4.8,223,8.0,9.7,107,2002
107,"Len Matela, C",BGSU,32,30.4,80,2.5,173,5.4,253,7.9,10.4,108,2002
108,"McEverett Powers, F",UTSA,29,30.0,107,3.7,122,4.2,229,7.9,10.5,109,2002
109,"Nick Collison, F",KU,32,26.6,101,3.2,150,4.7,251,7.8,11.8,110,2002
110,"Elvin Mims, F",USM,25,31.4,51,2.0,145,5.8,196,7.8,10.0,111,2002
111,"Tyray Pearson, F",ISU,31,31.5,81,2.6,162,5.2,243,7.8,9.9,112,2002
112,"Ryan Gomes, F",PROV,24,31.5,86,3.6,102,4.3,188,7.8,9.9,113,2002
113,"Willie Neal, F-C",MVSU,29,26.1,107,3.7,120,4.1,227,7.8,12.0,114,2002
114,"Mack Callier, F",UTA,27,31.7,84,3.1,127,4.7,211,7.8,9.9,115,2002
115,"Kenny Adeleke, F",HOF,32,27.2,104,3.3,146,4.6,250,7.8,11.5,116,2002
116,"Ryan Sidney, G",BC,31,33.8,79,2.5,163,5.3,242,7.8,9.2,117,2002
117,"Aaron McGhee, F",OKLA,31,27.8,92,3.0,150,4.8,242,7.8,11.2,118,2002
118,"Jason Smith, F",GW,28,32.1,76,2.7,142,5.1,218,7.8,9.7,119,2002
119,"Peter Mulligan, F",UMBC,28,32.0,63,2.3,155,5.5,218,7.8,9.7,120,2002
0,"Brandon Hunter, F",OHIO,30,38.3,95,3.2,283,9.4,378,12.6,13.2,1,2003
1,"Chris Kaman, C",CMU,29,34.2,105,3.6,252,8.7,357,12.3,14.4,2,2003
2,"Adam Sonn, C",BEL,29,32.4,79,2.7,273,9.4,352,12.1,15.0,3,2003
3,"David West, F",XAV,30,36.7,96,3.2,265,8.8,361,12.0,13.1,4,2003
4,"Louis Truscott, F",HOU,28,35.9,127,4.5,188,6.7,315,11.3,12.5,5,2003
5,"James Thomas, C",TEX,28,24.5,108,3.9,206,7.4,314,11.2,18.3,6,2003
6,"Kenny Adeleke, F",HOF,29,32.6,132,4.6,188,6.5,320,11.0,13.5,7,2003
7,"James Singleton, F",MURR,29,32.9,99,3.4,221,7.6,320,11.0,13.4,8,2003
8,"Emeka Okafor, F-C",CONN,30,32.9,111,3.7,219,7.3,330,11.0,13.4,9,2003
9,"Chris Massie, F",MEM,22,29.5,90,4.1,146,6.6,236,10.7,14.5,10,2003
10,"Travis Watson, F",UVA,29,30.6,90,3.1,215,7.4,305,10.5,13.8,11,2003
11,"Brandon Griffin, C",SEMO,30,30.9,117,3.9,197,6.6,314,10.5,13.5,12,2003
12,"Lawrence Roberts, F",BAY,26,32.2,103,4.0,168,6.5,271,10.4,12.9,13,2003
13,"Mike Sweetney, F",GTWN,29,32.0,120,4.1,182,6.3,302,10.4,13.0,14,2003
14,"Kirby Lemons, F",ULM,28,33.0,110,3.9,175,6.3,285,10.2,12.4,15,2003
15,"Marcus Smallwood, F",NIU,31,34.6,128,4.1,185,6.0,313,10.1,11.7,16,2003
16,"Carmelo Anthony, F",SYR,29,36.4,85,2.9,205,7.1,290,10.0,11.0,17,2003
17,"Chris Jackson, C",NMSU,23,28.8,107,4.7,122,5.3,229,10.0,13.8,18,2003
18,"Brett Starkey, C",DEN,32,29.4,118,3.7,193,6.0,311,9.7,13.2,19,2003
19,"Ryan Gomes, F",PROV,29,35.8,99,3.4,181,6.2,280,9.7,10.8,20,2003
20,"Charles Gaines, F",USM,29,29.7,110,3.8,168,5.8,278,9.6,12.9,21,2003
21,"Uche Nsonwu-Amadi, F",WYO,25,32.4,46,1.8,193,7.7,239,9.6,11.8,22,2003
22,"Erwin Dudley, F",ALA,28,34.0,100,3.6,167,6.0,267,9.5,11.2,23,2003
23,"Boakai Lalugba, F",BUCK,29,32.6,79,2.7,196,6.8,275,9.5,11.6,24,2003
24,"Jackson Vroman, F-C",ISU,29,30.7,73,2.5,202,7.0,275,9.5,12.3,25,2003
25,"Stephane Pelle, F",COLO,31,27.8,96,3.1,196,6.3,292,9.4,13.5,26,2003
26,"Justin Rowe, C",MAINE,25,29.0,58,2.3,177,7.1,235,9.4,13.0,27,2003
27,"Nick Collison, F",KU,32,32.0,97,3.0,202,6.3,299,9.3,11.7,28,2003
28,"Arthur Johnson, C",MIZ,31,32.8,106,3.4,181,5.8,287,9.3,11.3,29,2003
29,"Ron Robinson, F",CCSU,27,32.2,78,2.9,171,6.3,249,9.2,11.4,30,2003
30,"Sylbrin Robinson, F",NE,27,30.5,96,3.6,151,5.6,247,9.1,12.0,31,2003
31,"Jason Keep, C",USD,29,26.4,84,2.9,181,6.2,265,9.1,13.8,32,2003
32,"Willie Neal, F-C",MVSU,29,27.0,124,4.3,141,4.9,265,9.1,13.5,33,2003
33,"Scott Emerson, F",MER,28,30.5,86,3.1,169,6.0,255,9.1,11.9,34,2003
34,"Hakim Warrick, F",SYR,29,33.4,103,3.6,161,5.6,264,9.1,10.9,35,2003
35,"Hector Romero, F",UNO,27,33.3,83,3.1,160,5.9,243,9.0,10.8,36,2003
36,"Rafael Araujo, C",BYU,31,24.8,90,2.9,188,6.1,278,9.0,14.4,37,2003
37,"Paul McMillan, F",L-IL,31,30.6,104,3.4,174,5.6,278,9.0,11.7,38,2003
38,"Juan Mendez, F",NIAG,29,34.6,115,4.0,145,5.0,260,9.0,10.4,39,2003
39,"Kim Adams, F",ARST,28,27.8,100,3.6,151,5.4,251,9.0,12.9,40,2003
40,"Greg Danielson, F",DRKE,30,32.9,70,2.3,198,6.6,268,8.9,10.9,41,2003
41,"Chris Bosh, F",GT,28,30.6,87,3.1,163,5.8,250,8.9,11.7,42,2003
42,"Peter Cipriano, F",SOU,29,31.1,94,3.2,163,5.6,257,8.9,11.4,43,2003
43,"Pape Sow, F",CSF,18,31.4,50,2.8,109,6.1,159,8.8,11.2,44,2003
44,"Jaime Lloreda, F",LSU,29,28.9,92,3.2,163,5.6,255,8.8,12.2,45,2003
45,"Erroyl Bing, F",ECU,27,28.2,100,3.7,136,5.0,236,8.7,12.4,46,2003
46,"Andre Brown, F-C",DEP,27,30.3,80,3.0,156,5.8,236,8.7,11.5,47,2003
47,"Lewis Arline, F",LAM,27,30.3,90,3.3,146,5.4,236,8.7,11.5,48,2003
48,"Cortney Scott, F",OAK,23,36.3,71,3.1,130,5.7,201,8.7,9.6,49,2003
49,"Cameron Echols, F",BALL,30,29.2,85,2.8,176,5.9,261,8.7,11.9,50,2003
50,"Kevin Owens, C",MONM,28,29.1,60,2.1,183,6.5,243,8.7,11.9,51,2003
51,"Jamal Brown, F",TCU,26,23.2,71,2.7,153,5.9,224,8.6,14.9,52,2003
52,"Nigel Wyatte, F",WAG,31,29.6,96,3.1,171,5.5,267,8.6,11.6,53,2003
53,"Ryan McDade, F",NAU,28,29.8,89,3.2,152,5.4,241,8.6,11.5,54,2003
54,"Damien Kinloch, F",TNTC,32,30.8,99,3.1,176,5.5,275,8.6,11.1,55,2003
