,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP,2009_POS,2009_TEAM,2009_GP,2009_MPG,2009_PTS,2009_FGM-FGA,2009_FG%,2009_3PM-3PA,2009_3P%,2009_FTM-FTA,2009_FT%,2010_POS,2010_TEAM,2010_GP,2010_MPG,2010_PTS,2010_FGM-FGA,2010_FG%,2010_3PM-3PA,2010_3P%,2010_FTM-FTA,2010_FT%,2011_POS,2011_TEAM,2011_GP,2011_MPG,2011_PTS,2011_FGM-FGA,2011_FG%,2011_3PM-3PA,2011_3P%,2011_FTM-FTA,2011_FT%,2012_POS,2012_TEAM,2012_GP,2012_MPG,2012_PTS,2012_FGM-FGA,2012_FG%,2012_3PM-3PA,2012_3P%,2012_FTM-FTA,2012_FT%,2013_POS,2013_TEAM,2013_GP,2013_MPG,2013_PTS,2013_FGM-FGA,2013_FG%,2013_3PM-3PA,2013_3P%,2013_FTM-FTA,2013_FT%,2014_POS,2014_TEAM,2014_GP,2014_MPG,2014_PTS,2014_FGM-FGA,2014_FG%,2014_3PM-3PA,2014_3P%,2014_FTM-FTA,2014_FT%,2015_POS,2015_TEAM,2015_GP,2015_MPG,2015_PTS,2015_FGM-FGA,2015_FG%,2015_3PM-3PA,2015_3P%,2015_FTM-FTA,2015_FT%,2016_POS,2016_TEAM,2016_GP,2016_MPG,2016_PTS,2016_FGM-FGA,2016_FG%,2016_3PM-3PA,2016_3P%,2016_FTM-FTA,2016_FT%
139,2011,20.0,MIN,Donatas Motiejunas,,4,214,4074,1676,848,236,0.475,0.308,0.612,19.0,7.8,4.0,1.1,7.0,0.083,-1.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,HOU,62,15.4,5.5,2.1-4.8,.443,0.3-1.4,.250,0.9-1.5,.604,PF,HOU,71,28.7,12.0,5.0-9.9,.504,0.7-1.9,.368,1.4-2.3,.602,,,,,,,,,,,
140,2011,21.0,POR,Nolan Smith,Duke University,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2011,22.0,DEN,Kenneth Faried,Morehead State University,6,355,9403,4322,3080,384,0.543,0.133,0.648,26.5,12.2,8.7,1.1,30.6,0.156,1.6,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,DEN,80,28.1,11.5,4.8-8.6,.552,0.0-0.0,.000,2.0-3.3,.613,PF,DEN,80,27.2,13.7,5.6-10.3,.545,0.0-0.0,.000,2.5-3.9,.650,PF,DEN,75,27.8,12.6,5.0-9.8,.507,0.0-0.1,.125,2.7-3.8,.691,PF,DEN,7,22.9,7.3,2.1-5.1,.417,0.0-0.3,.000,3.0-4.3,.700
142,2011,23.0,HOU,Nikola Mirotic,,3,155,3470,1686,804,206,0.404,0.351,0.804,22.4,10.9,5.2,1.3,9.9,0.137,1.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,CHI,82,20.2,10.2,3.1-7.6,.405,1.2-3.8,.316,2.8-3.5,.803,PF,CHI,7,24.3,10.9,3.4-9.3,.369,1.7-6.0,.286,2.3-2.9,.800
143,2011,24.0,OKC,Reggie Jackson,Boston College,5,351,8463,4167,1112,1478,0.433,0.314,0.859,24.1,11.9,3.2,4.2,19.4,0.11,0.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,OKC,70,14.2,5.3,2.1-4.6,.458,0.3-1.5,.231,0.7-0.9,.839,PG,OKC,80,28.5,13.1,5.0-11.5,.440,1.0-3.1,.339,2.0-2.2,.893,PG,DET/OKC,77,29.5,14.5,5.6-12.9,.434,0.9-3.1,.299,2.4-2.8,.830,,,,,,,,,,,
144,2011,25.0,BOS,MarShon Brooks,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,BKN,73,12.5,5.4,2.1-4.6,.463,0.2-0.8,.273,0.9-1.3,.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2011,26.0,DAL,Jordan Hamilton,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,DEN/HOU,60,17.0,6.7,2.5-6.3,.391,1.2-3.3,.354,0.7-0.9,.784,,,,,,,,,,,,,,,,,,,,,,
146,2011,27.0,NJN,JaJuan Johnson,Purdue University,1,36,298,114,58,6,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2011,28.0,CHI,Norris Cole,Cleveland State University,5,347,7893,2463,691,967,0.409,0.326,0.741,22.7,7.1,2.0,2.8,3.1,0.019,-3.9,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,MIA,65,19.4,6.8,2.7-6.9,.393,0.3-1.2,.276,1.0-1.3,.776,PG,MIA,80,19.9,5.6,2.2-5.3,.421,0.4-1.2,.357,0.7-1.0,.650,PG,MIA,82,24.6,6.4,2.5-6.1,.414,0.7-2.1,.345,0.6-0.8,.779,PG,NO/MIA,75,24.4,7.6,3.1-7.4,.412,0.7-2.3,.313,0.8-1.1,.716,,,,,,,,,,,
148,2011,29.0,SAS,Cory Joseph,University of Texas at Austin,6,290,5193,1773,600,654,0.459,0.291,0.767,17.9,6.1,2.1,2.3,11.9,0.11,-0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,SA,68,13.8,5.0,1.9-3.9,.475,0.2-0.6,.316,1.2-1.4,.823,PG,SA,79,18.3,6.8,2.6-5.2,.504,0.2-0.6,.364,1.3-1.8,.734,PG,TOR,6,18.8,5.7,2.5-6.0,.417,0.2-1.0,.167,0.5-0.7,.750
149,2011,30.0,CHI,Jimmy Butler,Marquette University,6,330,10296,4539,1490,858,0.445,0.331,0.815,31.2,13.8,4.5,2.6,36.7,0.171,3.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,CHI,82,26.0,8.6,2.9-6.2,.467,0.5-1.3,.381,2.3-2.8,.803,SG,CHI,67,38.7,13.1,4.1-10.3,.397,1.0-3.6,.283,3.9-5.0,.769,SG,CHI,65,38.7,20.0,6.5-14.0,.462,1.1-3.0,.378,5.9-7.1,.834,SG,CHI,7,32.1,21.0,6.1-13.1,.467,1.4-3.3,.435,7.3-8.1,.895
150,2011,31.0,MIA,Bojan Bogdanovic,,3,164,4165,1691,494,174,0.44,0.368,0.838,25.4,10.3,3.0,1.1,3.8,0.043,-2.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,BKN,78,23.8,9.0,3.3-7.4,.453,1.2-3.3,.355,1.1-1.4,.821,SG,BKN,7,28.0,14.9,4.9-11.7,.415,2.1-6.3,.341,3.0-3.1,.955
151,2011,32.0,CLE,Justin Harper,University of Richmond,2,19,119,33,13,2,0.317,0.273,0.333,6.3,1.7,0.7,0.1,-0.2,-0.091,-8.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2011,33.0,DET,Kyle Singler,Duke University,5,318,7447,2236,978,261,0.418,0.366,0.794,23.4,7.0,3.1,0.8,9.8,0.063,-1.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,DET,82,28.0,8.8,3.4-7.8,.428,0.9-2.4,.350,1.2-1.5,.806,SF,DET,82,28.5,9.6,3.3-7.3,.447,1.1-3.0,.382,1.9-2.2,.826,SF,DET/OKC,80,21.8,6.0,2.2-5.6,.386,1.2-3.0,.398,0.5-0.7,.769,SF,OKC,6,16.2,3.5,1.3-4.2,.320,0.3-2.2,.154,0.5-0.7,.750
153,2011,34.0,WAS,Shelvin Mack,Butler University,6,283,4723,1718,511,830,0.421,0.326,0.765,16.7,6.1,1.8,2.9,6.1,0.062,-2.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,WSH,64,12.2,3.6,1.4-3.4,.400,0.2-0.7,.286,0.7-0.9,.712,,,,,,,,,,,,PG,ATL,73,20.4,7.5,2.9-6.9,.417,0.8-2.5,.337,0.9-1.0,.865,,,,,,,,,,,,PG,UTAH,8,18.4,6.8,2.8-6.6,.415,0.8-2.0,.375,0.5-0.8,.667
154,2011,35.0,SAC,Tyler Honeycutt,"University of California, Los Angeles",2,24,120,28,24,9,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,-0.049,-6.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2011,36.0,NJN,Jordan Williams,University of Maryland,1,43,635,197,156,11,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-3.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2011,37.0,LAC,Trey Thompkins,University of Georgia,1,24,119,57,24,3,0.393,0.308,0.714,5.0,2.4,1.0,0.1,0.0,0.004,-8.9,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2011,38.0,HOU,Chandler Parsons,University of Florida,6,342,11373,4885,1727,1033,0.473,0.378,0.705,33.3,14.3,5.0,3.0,27.5,0.116,2.3,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,HOU,63,28.6,9.5,3.9-8.7,.452,1.0-2.8,.337,0.7-1.2,.551,SF,HOU,76,36.3,15.5,6.0-12.4,.486,2.0-5.2,.385,1.5-2.0,.729,SF,HOU,74,37.6,16.6,6.3-13.3,.472,1.8-4.7,.370,2.2-3.0,.742,SF,DAL,66,33.1,15.7,5.8-12.6,.462,2.0-5.3,.380,2.1-2.9,.720,,,,,,,,,,,
158,2011,39.0,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-6.6,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2011,40.0,MIL,Jon Leuer,University of Wisconsin,6,260,3651,1499,938,179,0.481,0.374,0.72,14.0,5.8,3.6,0.7,8.3,0.109,-1.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,MEM,63,13.1,4.5,1.9-4.3,.443,0.1-0.5,.241,0.6-0.9,.627,PF,DET,7,26.9,10.0,4.3-8.1,.526,0.7-2.0,.357,0.7-0.9,.833
160,2011,41.0,LAL,Darius Morris,University of Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.6,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2011,42.0,IND,Davis Bertans,,1,5,65,14,9,1,0.313,0.364,0.0,13.0,2.8,1.8,0.2,0.0,0.001,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,SA,5,13.0,2.8,1.0-3.2,.313,0.8-2.2,.364,0.0-0.0,.000
162,2011,43.0,CHI,Malcolm Lee,"University of California, Los Angeles",3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2011,44.0,GSW,Charles Jenkins,Hofstra University,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2011,45.0,NOH,Josh Harrellson,University of Kentucky,3,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2.1,0.116,-0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2011,46.0,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.393,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-6.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2011,47.0,LAC,Travis Leslie,University of Georgia,1,10,45,14,9,5,0.357,0.0,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2011,48.0,ATL,Keith Benson,Oakland University,1,3,9,0,3,0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-0.005,-10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2011,49.0,MEM,Josh Selby,University of Kansas,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2011,50.0,PHI,Lavoy Allen,Temple University,6,334,6133,1688,1644,337,0.473,0.133,0.675,18.4,5.1,4.9,1.0,12.2,0.095,-1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,PHI,79,21.1,5.8,2.6-5.7,.454,0.0-0.0,.000,0.5-0.8,.717,PF,IND/PHI,65,16.5,4.7,2.1-4.6,.447,0.0-0.2,.154,0.5-0.8,.660,PF,IND,63,17.0,5.0,2.2-4.7,.472,0.0-0.0,.000,0.5-0.7,.702,PF,IND,7,14.1,2.6,1.3-2.6,.500,0.0-0.1,.000,0.0-0.3,.000
170,2011,51.0,POR,Jon Diebler,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2011,52.0,DET,Vernon Macklin,University of Florida,1,23,135,46,34,5,0.543,0.0,0.571,5.9,2.0,1.5,0.2,0.5,0.161,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2011,53.0,ORL,DeAndre Liggins,University of Kentucky,4,61,420,97,72,23,0.474,0.304,0.486,6.9,1.6,1.2,0.4,0.6,0.074,-1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2011,54.0,CLE,Milan Macvan,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2011,55.0,BOS,E'Twaun Moore,Purdue University,6,315,5528,1887,526,510,0.429,0.367,0.745,17.5,6.0,1.7,1.6,5.1,0.044,-2.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,ORL,75,22.4,7.8,3.2-8.0,.396,0.9-2.6,.340,0.6-0.8,.797,SG,ORL,79,19.1,6.3,2.5-5.8,.428,0.7-2.0,.354,0.7-0.9,.765,,,,,,,,,,,,SG,NO,8,30.3,12.3,4.9-10.3,.476,1.0-3.1,.320,1.5-1.9,.800
175,2011,56.0,LAL,Chukwudiebere Maduabum,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2011,57.0,DAL,Targuy Ngombo,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2011,58.0,LAL,Ater Majok,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2011,59.0,SAS,Adam Hanga,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2011,60.0,SAC,Isaiah Thomas,University of Washington,6,371,10850,6395,951,1870,0.438,0.361,0.862,29.2,17.2,2.6,5.0,33.6,0.149,1.8,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,SAC,65,25.5,11.5,3.9-8.8,.448,1.3-3.4,.379,2.4-2.8,.832,PG,SAC,79,26.9,13.9,4.6-10.5,.440,1.5-4.1,.358,3.2-3.6,.882,PG,SAC,72,34.7,20.3,6.9-15.2,.453,1.8-5.1,.349,4.8-5.7,.850,PG,BOS/PHX,67,25.8,16.4,5.0-11.9,.421,1.9-5.2,.373,4.5-5.2,.868,PG,BOS,6,34.2,26.2,8.5-17.2,.495,2.0-6.3,.316,7.2-8.7,.827
180,2012,1.0,NOH,Anthony Davis,University of Kentucky,5,268,9123,5645,2610,448,0.516,0.272,0.782,34.0,21.1,9.7,1.7,39.3,0.207,4.3,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,NO,67,35.2,20.8,7.8-15.0,.519,0.0-0.1,.222,5.2-6.6,.791,PF,NO,68,36.1,24.4,9.4-17.6,.535,0.0-0.2,.083,5.5-6.8,.805,PF,NO,8,37.5,30.9,10.5-20.6,.509,0.4-2.0,.188,9.5-11.8,.809
181,2012,2.0,CHA,Michael Kidd-Gilchrist,University of Kentucky,5,208,5491,1897,1287,260,0.469,0.222,0.691,26.4,9.1,6.2,1.3,10.5,0.091,-1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,CHA,78,26.0,9.0,3.6-7.9,.458,0.0-0.1,.222,1.8-2.4,.749,SF,CHA,62,24.2,7.2,2.7-5.7,.473,0.0-0.1,.111,1.8-3.0,.614,,,,,,,,,,,,SF,CHA,6,28.7,9.7,3.7-6.8,.537,0.0-0.3,.000,2.3-3.0,.778
182,2012,3.0,WAS,Bradley Beal,University of Florida,5,253,8299,4054,924,752,0.425,0.394,0.784,32.8,16.0,3.7,3.0,13.7,0.079,-0.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,WSH,73,34.7,17.1,6.6-15.7,.419,1.9-4.7,.402,2.0-2.6,.788,SG,WSH,63,33.4,15.3,5.8-13.5,.427,1.7-4.1,.409,2.1-2.6,.783,SG,WSH,6,34.8,17.5,6.0-15.5,.387,1.7-5.5,.303,3.8-4.5,.852
183,2012,4.0,CLE,Dion Waiters,Syracuse University,5,295,8382,3766,760,730,0.409,0.335,0.704,28.4,12.8,2.6,2.5,5.5,0.031,-2.8,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,CLE,70,29.6,15.9,6.1-14.2,.433,1.3-3.6,.368,2.3-3.4,.685,SG,CLE/OKC,80,27.6,11.8,4.7-11.8,.396,0.9-3.1,.297,1.5-2.2,.680,SG,MIA,6,32.3,9.5,3.7-11.5,.319,1.0-2.8,.353,1.2-2.2,.538
184,2012,5.0,SAC,Thomas Robinson,University of Kansas,5,269,3654,1287,1285,159,0.458,0.0,0.511,13.6,4.8,4.8,0.6,3.7,0.048,-3.4,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,HOU/SAC,70,15.1,4.8,2.0-4.6,.430,0.0-0.0,.000,0.8-1.6,.523,PF,POR,70,12.5,4.8,2.0-4.2,.481,0.0-0.0,.000,0.8-1.4,.564,,,,,,,,,,,,,,,,,,,,,,
185,2012,6.0,POR,Damian Lillard,Weber State University,5,329,11996,7118,1270,2044,0.429,0.37,0.872,36.5,21.6,3.9,6.2,36.9,0.148,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,POR,82,38.6,19.0,6.7-15.7,.429,2.3-6.1,.368,3.3-3.9,.844,PG,POR,82,35.8,20.7,6.7-15.9,.424,2.7-6.8,.394,4.5-5.2,.871,PG,POR,82,35.7,21.0,7.2-16.6,.434,2.4-7.0,.343,4.2-4.9,.864,PG,POR,8,36.4,32.8,10.4-20.5,.506,2.9-7.3,.397,9.1-10.1,.901
186,2012,7.0,GSW,Harrison Barnes,University of North Carolina,5,314,8893,3243,1463,453,0.449,0.375,0.746,28.3,10.3,4.7,1.4,18.5,0.1,-0.7,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,GS,81,25.4,9.2,3.4-7.8,.439,0.6-1.8,.359,1.8-2.3,.758,SF,GS,78,28.3,9.5,3.5-8.7,.399,0.8-2.4,.347,1.7-2.3,.718,SF,GS,82,28.3,10.1,3.9-8.0,.482,1.1-2.6,.405,1.3-1.8,.720,SF,DAL,7,38.7,22.3,8.9-17.4,.508,1.3-3.7,.346,3.3-3.6,.920
187,2012,8.0,TOR,Terrence Ross,University of Washington,5,315,7343,2927,823,279,0.42,0.376,0.798,23.3,9.3,2.6,0.9,11.5,0.075,-0.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,TOR,73,17.0,6.4,2.5-6.3,.407,0.9-2.7,.332,0.4-0.6,.714,SF,TOR,81,26.7,10.9,3.9-9.3,.423,2.0-5.0,.395,1.0-1.2,.837,SF,TOR,82,25.5,9.8,3.8-9.2,.410,1.8-4.8,.372,0.5-0.7,.786,SF,TOR,6,17.7,9.0,3.5-7.2,.488,1.3-3.7,.364,0.7-0.7,1.000
188,2012,9.0,DET,Andre Drummond,University of Connecticut,5,311,9238,4112,3930,196,0.551,0.25,0.383,29.7,13.2,12.6,0.6,30.0,0.156,0.6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,DET,81,32.3,13.5,5.9-9.5,.623,0.0-0.0,.000,1.7-4.0,.418,C,DET,82,30.5,13.8,6.0-11.7,.514,0.0-0.0,.000,1.7-4.5,.389,C,DET,7,29.7,13.9,5.6-11.9,.470,0.0-0.0,.000,2.7-5.4,.500
189,2012,10.0,NOH,Austin Rivers,Duke University,5,280,5951,2094,532,551,0.409,0.325,0.636,21.3,7.5,1.9,2.0,3.1,0.025,-3.6,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,NO,69,19.4,7.7,2.8-6.9,.405,0.5-1.4,.364,1.6-2.5,.636,PG,NO/LAC,76,20.6,7.0,2.7-6.5,.409,0.5-1.7,.298,1.1-1.7,.675,PG,LAC,7,23.9,9.1,4.0-9.3,.431,0.6-2.7,.211,0.6-1.0,.571
190,2012,11.0,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,5,231,3813,1331,940,183,0.485,0.384,0.814,16.5,5.8,4.1,0.8,8.0,0.1,-1.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,POR,6,12.0,3.0,1.2-3.8,.304,0.7-2.0,.333,0.0-0.0,.000
191,2012,12.0,HOU,Jeremy Lamb,University of Connecticut,5,217,3586,1632,578,244,0.432,0.332,0.804,16.5,7.5,2.7,1.1,7.9,0.105,-1.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,OKC,78,19.7,8.5,3.4-7.8,.432,1.1-3.2,.356,0.7-0.8,.797,,,,,,,,,,,,,,,,,,,,,,
192,2012,13.0,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-5.6,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2012,14.0,MIL,John Henson,University of North Carolina,5,263,4952,2041,1356,264,0.536,0.0,0.547,18.8,7.8,5.2,1.0,11.1,0.108,0.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,MIL,70,26.5,11.1,4.9-9.1,.538,0.0-0.0,.000,1.3-2.5,.514,PF,MIL,67,18.3,7.0,2.9-5.2,.566,0.0-0.0,.000,1.2-2.0,.569,PF,MIL,6,13.5,2.5,1.2-2.7,.438,0.0-0.0,.000,0.2-0.5,.333
